#RPLIDAR SCAN DATA
#COUNT=637
#Angule	Distance	Quality
144.5581 413.0 188
144.7449 417.0 188
145.2612 423.0 188
146.1511 520.0 188
146.8542 526.0 188
147.5134 460.0 188
147.7606 462.0 188
147.9529 464.0 188
148.2001 466.0 188
148.4637 470.0 188
148.6560 477.0 188
149.3591 486.0 188
192.8430 632.0 188
193.5901 636.0 188
206.2134 732.0 188
208.7018 748.0 188
209.2017 762.0 188
213.8269 1248.0 188
214.8871 1200.0 188
215.1398 1196.0 188
215.4034 1190.0 188
215.6561 1186.0 188
215.9033 1184.0 188
216.1670 1182.0 188
216.9196 1178.0 188
219.3256 1110.0 188
219.5728 1114.0 188
219.7760 1128.0 188
220.0287 1126.0 188
220.2759 1124.0 188
220.5450 1120.0 188
220.7922 1120.0 188
221.1053 1116.0 188
221.3086 1120.0 188
221.5613 1118.0 188
221.8744 1106.0 188
222.1216 1102.0 188
222.3743 1100.0 188
222.6215 1098.0 188
223.1378 1096.0 188
224.6869 680.0 188
224.9341 674.0 188
225.1978 680.0 188
225.3900 684.0 188
226.1536 690.0 188
228.1860 688.0 188
228.4991 680.0 188
229.2462 682.0 188
229.7626 678.0 188
230.0153 670.0 188
230.2625 668.0 188
230.5261 668.0 188
230.8228 664.0 188
231.0919 662.0 188
231.3391 664.0 188
231.5259 668.0 188
231.7950 668.0 188
232.0422 670.0 188
232.2949 670.0 188
232.5421 670.0 188
232.7948 670.0 188
233.0585 672.0 188
233.3112 674.0 188
233.5583 674.0 188
233.8110 676.0 188
234.5746 678.0 188
236.3269 614.0 188
236.7938 694.0 188
238.0133 570.0 188
238.2605 562.0 188
238.5132 560.0 188
238.8263 556.0 188
239.0735 554.0 188
239.3262 558.0 188
239.5294 566.0 188
239.7766 566.0 188
240.0293 560.0 188
240.3424 558.0 188
240.5896 556.0 188
240.7928 562.0 188
241.0455 564.0 188
241.3586 558.0 188
241.6058 556.0 188
241.8750 556.0 188
242.1222 558.0 188
242.5781 562.0 188
243.3856 554.0 188
243.5889 560.0 188
244.2645 524.0 188
245.0116 530.0 188
245.6049 564.0 188
246.3739 568.0 188
249.7467 496.0 188
249.9994 499.0 188
250.2631 499.0 188
250.5103 499.0 188
250.7629 499.0 188
251.0156 501.0 188
251.2134 504.0 188
250.0104 1810.0 188
250.7629 1812.0 188
252.9492 566.0 188
253.2019 568.0 188
253.9050 572.0 188
254.5422 1880.0 188
255.0421 1794.0 188
